"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V78","V79","V81","V82","V83","V85","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V105","V106","V107","V108","V109","V110","V113","V114","V115","V116","V118","V119","V120","V121","V122","V123","V124","V125","V127","V128","V129","V130","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V147","V148","V149","V150","V152","V154","V155","V156","V157","V158","V159","V160","V162","V163","V164","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V177","V178","V179","V180","V181","V182","V187","V189","V190","V191","V194","V196","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V215","V216","V217","V218","V219","V221","V222","V223","V225","V226","V227","V228","V231","V234","V236","V237","V238","V239","V241","V242","V243","V244","V246","V247","V248","V249","V252","V254","V257","V259","V262","V263","V264","V266","V270","V272","V273","V280","V281","V283","V284","V286","V297","V298","V300","V302","V307","V308","V309","V310","V311","V321","V328","V332","V333","V334","V341","V343","V348","V349","V351","V354","V356","V364","V370","V372","V373","V374","V375","V376","V378","V380","V384","V385","V387","V393","V394","V395","V396","V399","V401","V410","V414","V426","V428","V442","V447","V459","V460","V464"
"23",9,9,8,8,9,11,12,12,11,11,6,8,8,8,9,9,6,7,7,6,7,7,0,5,6,6,6,8,8,8,8,7,8,8,8,8,8,5,6,6,5,7,7,8,9,9,9,9,8,7,7,7,7,6,6,7,10,11,12,14,14,15,17,17,18,19,19,17,11,11,10,10,11,13,12,11,15,14,15,18,20,21,21,18,19,19,15,18,18,18,18,17,18,19,20,20,13,16,17,17,15,16,19,19,19,18,19,22,24,24,24,25,25,22,22,12,14,15,15,14,12,8,11,11,11,13,13,13,14,14,12,12,12,12,12,13,13,13,13,15,15,15,16,17,17,14,14,16,16,17,18,18,14,15,15,15,15,16,17,16,17,18,18,13,15,13,14,15,15,14,17,17,12,13,15,15,15,18,18,17,17,18,18,13,16,17,17,14,16,19,19,18,17,18,19,20,18,14,17,17,17,17,18,19,20,20,14,14,15,16,16,17,17,15,17,17,19,18,19,19,20,21,21,18,20,21,21,21,17,19,22,22,22,22,22,23,16,21,21,21,22,21,22,23,24,24,21,24,23,23,24,25,25,20,21,22,25,25,23,26,19,20,20,21,21,24,21,12,13,15,19,20,19,13
"24",12,12,11,11,12,14,15,15,14,14,9,11,11,11,12,12,9,10,10,9,10,10,5,0,3,3,5,7,7,7,7,6,7,7,7,7,7,6,7,7,6,8,8,9,10,10,10,10,9,10,10,10,10,9,9,10,13,14,15,17,17,18,20,20,21,22,22,20,14,14,13,13,14,16,15,14,18,17,18,21,23,24,24,21,22,22,18,21,21,21,21,20,21,22,23,23,16,19,20,20,18,19,22,22,22,21,22,25,27,27,27,28,28,25,25,15,17,18,18,17,15,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,16,18,18,18,19,20,20,17,17,19,19,20,21,21,17,18,18,18,18,19,20,19,20,21,21,16,18,16,17,18,18,17,20,20,15,16,18,18,18,21,21,20,20,21,21,16,19,20,20,17,19,22,22,21,20,21,22,23,21,17,20,20,20,20,21,22,23,23,17,17,18,19,19,20,20,18,20,20,22,21,22,22,23,24,24,21,23,24,24,24,20,22,25,25,25,25,25,26,19,24,24,24,25,24,25,26,27,27,24,27,26,26,27,28,28,23,24,25,28,28,26,29,22,23,23,24,24,27,24,15,16,18,22,23,22,16
"25",13,13,12,12,13,15,16,16,15,15,10,12,12,12,13,13,10,11,11,10,11,11,6,3,0,2,6,8,8,8,8,7,8,8,8,8,8,7,8,8,7,9,9,10,11,11,11,11,10,11,11,11,11,10,10,11,14,15,16,18,18,19,21,21,22,23,23,21,15,15,14,14,15,17,16,15,19,18,19,22,24,25,25,22,23,23,19,22,22,22,22,21,22,23,24,24,17,20,21,21,19,20,23,23,23,22,23,26,28,28,28,29,29,26,26,16,18,19,19,18,16,12,15,15,15,17,17,17,18,18,16,16,16,16,16,17,17,17,17,19,19,19,20,21,21,18,18,20,20,21,22,22,18,19,19,19,19,20,21,20,21,22,22,17,19,17,18,19,19,18,21,21,16,17,19,19,19,22,22,21,21,22,22,17,20,21,21,18,20,23,23,22,21,22,23,24,22,18,21,21,21,21,22,23,24,24,18,18,19,20,20,21,21,19,21,21,23,22,23,23,24,25,25,22,24,25,25,25,21,23,26,26,26,26,26,27,20,25,25,25,26,25,26,27,28,28,25,28,27,27,28,29,29,24,25,26,29,29,27,30,23,24,24,25,25,28,25,16,17,19,23,24,23,17
"26",13,13,12,12,13,15,16,16,15,15,10,12,12,12,13,13,10,11,11,10,11,11,6,3,2,0,6,8,8,8,8,7,8,8,8,8,8,7,8,8,7,9,9,10,11,11,11,11,10,11,11,11,11,10,10,11,14,15,16,18,18,19,21,21,22,23,23,21,15,15,14,14,15,17,16,15,19,18,19,22,24,25,25,22,23,23,19,22,22,22,22,21,22,23,24,24,17,20,21,21,19,20,23,23,23,22,23,26,28,28,28,29,29,26,26,16,18,19,19,18,16,12,15,15,15,17,17,17,18,18,16,16,16,16,16,17,17,17,17,19,19,19,20,21,21,18,18,20,20,21,22,22,18,19,19,19,19,20,21,20,21,22,22,17,19,17,18,19,19,18,21,21,16,17,19,19,19,22,22,21,21,22,22,17,20,21,21,18,20,23,23,22,21,22,23,24,22,18,21,21,21,21,22,23,24,24,18,18,19,20,20,21,21,19,21,21,23,22,23,23,24,25,25,22,24,25,25,25,21,23,26,26,26,26,26,27,20,25,25,25,26,25,26,27,28,28,25,28,27,27,28,29,29,24,25,26,29,29,27,30,23,24,24,25,25,28,25,16,17,19,23,24,23,17
"27",13,13,12,12,13,15,16,16,15,15,10,12,12,12,13,13,10,11,11,10,11,11,6,5,6,6,0,4,4,4,4,5,6,6,6,6,6,7,8,8,7,9,9,10,11,11,11,11,10,11,11,11,11,10,10,11,14,15,16,18,18,19,21,21,22,23,23,21,15,15,14,14,15,17,16,15,19,18,19,22,24,25,25,22,23,23,19,22,22,22,22,21,22,23,24,24,17,20,21,21,19,20,23,23,23,22,23,26,28,28,28,29,29,26,26,16,18,19,19,18,16,12,15,15,15,17,17,17,18,18,16,16,16,16,16,17,17,17,17,19,19,19,20,21,21,18,18,20,20,21,22,22,18,19,19,19,19,20,21,20,21,22,22,17,19,17,18,19,19,18,21,21,16,17,19,19,19,22,22,21,21,22,22,17,20,21,21,18,20,23,23,22,21,22,23,24,22,18,21,21,21,21,22,23,24,24,18,18,19,20,20,21,21,19,21,21,23,22,23,23,24,25,25,22,24,25,25,25,21,23,26,26,26,26,26,27,20,25,25,25,26,25,26,27,28,28,25,28,27,27,28,29,29,24,25,26,29,29,27,30,23,24,24,25,25,28,25,16,17,19,23,24,23,17
"28",15,15,14,14,15,17,18,18,17,17,12,14,14,14,15,15,12,13,13,12,13,13,8,7,8,8,4,0,2,4,4,7,8,8,8,8,8,9,10,10,9,11,11,12,13,13,13,13,12,13,13,13,13,12,12,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,19,21,21,21,22,23,23,20,20,22,22,23,24,24,20,21,21,21,21,22,23,22,23,24,24,19,21,19,20,21,21,20,23,23,18,19,21,21,21,24,24,23,23,24,24,19,22,23,23,20,22,25,25,24,23,24,25,26,24,20,23,23,23,23,24,25,26,26,20,20,21,22,22,23,23,21,23,23,25,24,25,25,26,27,27,24,26,27,27,27,23,25,28,28,28,28,28,29,22,27,27,27,28,27,28,29,30,30,27,30,29,29,30,31,31,26,27,28,31,31,29,32,25,26,26,27,27,30,27,18,19,21,25,26,25,19
"29",15,15,14,14,15,17,18,18,17,17,12,14,14,14,15,15,12,13,13,12,13,13,8,7,8,8,4,2,0,4,4,7,8,8,8,8,8,9,10,10,9,11,11,12,13,13,13,13,12,13,13,13,13,12,12,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,19,21,21,21,22,23,23,20,20,22,22,23,24,24,20,21,21,21,21,22,23,22,23,24,24,19,21,19,20,21,21,20,23,23,18,19,21,21,21,24,24,23,23,24,24,19,22,23,23,20,22,25,25,24,23,24,25,26,24,20,23,23,23,23,24,25,26,26,20,20,21,22,22,23,23,21,23,23,25,24,25,25,26,27,27,24,26,27,27,27,23,25,28,28,28,28,28,29,22,27,27,27,28,27,28,29,30,30,27,30,29,29,30,31,31,26,27,28,31,31,29,32,25,26,26,27,27,30,27,18,19,21,25,26,25,19
"30",15,15,14,14,15,17,18,18,17,17,12,14,14,14,15,15,12,13,13,12,13,13,8,7,8,8,4,4,4,0,2,7,8,8,8,8,8,9,10,10,9,11,11,12,13,13,13,13,12,13,13,13,13,12,12,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,19,21,21,21,22,23,23,20,20,22,22,23,24,24,20,21,21,21,21,22,23,22,23,24,24,19,21,19,20,21,21,20,23,23,18,19,21,21,21,24,24,23,23,24,24,19,22,23,23,20,22,25,25,24,23,24,25,26,24,20,23,23,23,23,24,25,26,26,20,20,21,22,22,23,23,21,23,23,25,24,25,25,26,27,27,24,26,27,27,27,23,25,28,28,28,28,28,29,22,27,27,27,28,27,28,29,30,30,27,30,29,29,30,31,31,26,27,28,31,31,29,32,25,26,26,27,27,30,27,18,19,21,25,26,25,19
"31",15,15,14,14,15,17,18,18,17,17,12,14,14,14,15,15,12,13,13,12,13,13,8,7,8,8,4,4,4,2,0,7,8,8,8,8,8,9,10,10,9,11,11,12,13,13,13,13,12,13,13,13,13,12,12,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,19,21,21,21,22,23,23,20,20,22,22,23,24,24,20,21,21,21,21,22,23,22,23,24,24,19,21,19,20,21,21,20,23,23,18,19,21,21,21,24,24,23,23,24,24,19,22,23,23,20,22,25,25,24,23,24,25,26,24,20,23,23,23,23,24,25,26,26,20,20,21,22,22,23,23,21,23,23,25,24,25,25,26,27,27,24,26,27,27,27,23,25,28,28,28,28,28,29,22,27,27,27,28,27,28,29,30,30,27,30,29,29,30,31,31,26,27,28,31,31,29,32,25,26,26,27,27,30,27,18,19,21,25,26,25,19
"32",14,14,13,13,14,16,17,17,16,16,11,13,13,13,14,14,11,12,12,11,12,12,7,6,7,7,5,7,7,7,7,0,3,5,5,5,5,8,9,9,8,10,10,11,12,12,12,12,11,12,12,12,12,11,11,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,13,16,16,16,18,18,18,19,19,17,17,17,17,17,18,18,18,18,20,20,20,21,22,22,19,19,21,21,22,23,23,19,20,20,20,20,21,22,21,22,23,23,18,20,18,19,20,20,19,22,22,17,18,20,20,20,23,23,22,22,23,23,18,21,22,22,19,21,24,24,23,22,23,24,25,23,19,22,22,22,22,23,24,25,25,19,19,20,21,21,22,22,20,22,22,24,23,24,24,25,26,26,23,25,26,26,26,22,24,27,27,27,27,27,28,21,26,26,26,27,26,27,28,29,29,26,29,28,28,29,30,30,25,26,27,30,30,28,31,24,25,25,26,26,29,26,17,18,20,24,25,24,18
"33",15,15,14,14,15,17,18,18,17,17,12,14,14,14,15,15,12,13,13,12,13,13,8,7,8,8,6,8,8,8,8,3,0,6,6,6,6,9,10,10,9,11,11,12,13,13,13,13,12,13,13,13,13,12,12,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,19,21,21,21,22,23,23,20,20,22,22,23,24,24,20,21,21,21,21,22,23,22,23,24,24,19,21,19,20,21,21,20,23,23,18,19,21,21,21,24,24,23,23,24,24,19,22,23,23,20,22,25,25,24,23,24,25,26,24,20,23,23,23,23,24,25,26,26,20,20,21,22,22,23,23,21,23,23,25,24,25,25,26,27,27,24,26,27,27,27,23,25,28,28,28,28,28,29,22,27,27,27,28,27,28,29,30,30,27,30,29,29,30,31,31,26,27,28,31,31,29,32,25,26,26,27,27,30,27,18,19,21,25,26,25,19
"35",15,15,14,14,15,17,18,18,17,17,12,14,14,14,15,15,12,13,13,12,13,13,8,7,8,8,6,8,8,8,8,5,6,0,2,4,4,9,10,10,9,11,11,12,13,13,13,13,12,13,13,13,13,12,12,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,19,21,21,21,22,23,23,20,20,22,22,23,24,24,20,21,21,21,21,22,23,22,23,24,24,19,21,19,20,21,21,20,23,23,18,19,21,21,21,24,24,23,23,24,24,19,22,23,23,20,22,25,25,24,23,24,25,26,24,20,23,23,23,23,24,25,26,26,20,20,21,22,22,23,23,21,23,23,25,24,25,25,26,27,27,24,26,27,27,27,23,25,28,28,28,28,28,29,22,27,27,27,28,27,28,29,30,30,27,30,29,29,30,31,31,26,27,28,31,31,29,32,25,26,26,27,27,30,27,18,19,21,25,26,25,19
"36",15,15,14,14,15,17,18,18,17,17,12,14,14,14,15,15,12,13,13,12,13,13,8,7,8,8,6,8,8,8,8,5,6,2,0,4,4,9,10,10,9,11,11,12,13,13,13,13,12,13,13,13,13,12,12,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,19,21,21,21,22,23,23,20,20,22,22,23,24,24,20,21,21,21,21,22,23,22,23,24,24,19,21,19,20,21,21,20,23,23,18,19,21,21,21,24,24,23,23,24,24,19,22,23,23,20,22,25,25,24,23,24,25,26,24,20,23,23,23,23,24,25,26,26,20,20,21,22,22,23,23,21,23,23,25,24,25,25,26,27,27,24,26,27,27,27,23,25,28,28,28,28,28,29,22,27,27,27,28,27,28,29,30,30,27,30,29,29,30,31,31,26,27,28,31,31,29,32,25,26,26,27,27,30,27,18,19,21,25,26,25,19
"37",15,15,14,14,15,17,18,18,17,17,12,14,14,14,15,15,12,13,13,12,13,13,8,7,8,8,6,8,8,8,8,5,6,4,4,0,2,9,10,10,9,11,11,12,13,13,13,13,12,13,13,13,13,12,12,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,19,21,21,21,22,23,23,20,20,22,22,23,24,24,20,21,21,21,21,22,23,22,23,24,24,19,21,19,20,21,21,20,23,23,18,19,21,21,21,24,24,23,23,24,24,19,22,23,23,20,22,25,25,24,23,24,25,26,24,20,23,23,23,23,24,25,26,26,20,20,21,22,22,23,23,21,23,23,25,24,25,25,26,27,27,24,26,27,27,27,23,25,28,28,28,28,28,29,22,27,27,27,28,27,28,29,30,30,27,30,29,29,30,31,31,26,27,28,31,31,29,32,25,26,26,27,27,30,27,18,19,21,25,26,25,19
"38",15,15,14,14,15,17,18,18,17,17,12,14,14,14,15,15,12,13,13,12,13,13,8,7,8,8,6,8,8,8,8,5,6,4,4,2,0,9,10,10,9,11,11,12,13,13,13,13,12,13,13,13,13,12,12,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,19,21,21,21,22,23,23,20,20,22,22,23,24,24,20,21,21,21,21,22,23,22,23,24,24,19,21,19,20,21,21,20,23,23,18,19,21,21,21,24,24,23,23,24,24,19,22,23,23,20,22,25,25,24,23,24,25,26,24,20,23,23,23,23,24,25,26,26,20,20,21,22,22,23,23,21,23,23,25,24,25,25,26,27,27,24,26,27,27,27,23,25,28,28,28,28,28,29,22,27,27,27,28,27,28,29,30,30,27,30,29,29,30,31,31,26,27,28,31,31,29,32,25,26,26,27,27,30,27,18,19,21,25,26,25,19
"39",12,12,11,11,12,14,15,15,14,14,9,11,11,11,12,12,9,10,10,9,10,10,5,6,7,7,7,9,9,9,9,8,9,9,9,9,9,0,3,3,4,6,6,7,8,8,8,8,7,10,10,10,10,9,9,10,13,14,15,17,17,18,20,20,21,22,22,20,14,14,13,13,14,16,15,14,18,17,18,21,23,24,24,21,22,22,18,21,21,21,21,20,21,22,23,23,16,19,20,20,18,19,22,22,22,21,22,25,27,27,27,28,28,25,25,15,17,18,18,17,15,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,16,18,18,18,19,20,20,17,17,19,19,20,21,21,17,18,18,18,18,19,20,19,20,21,21,16,18,16,17,18,18,17,20,20,15,16,18,18,18,21,21,20,20,21,21,16,19,20,20,17,19,22,22,21,20,21,22,23,21,17,20,20,20,20,21,22,23,23,17,17,18,19,19,20,20,18,20,20,22,21,22,22,23,24,24,21,23,24,24,24,20,22,25,25,25,25,25,26,19,24,24,24,25,24,25,26,27,27,24,27,26,26,27,28,28,23,24,25,28,28,26,29,22,23,23,24,24,27,24,15,16,18,22,23,22,16
"40",13,13,12,12,13,15,16,16,15,15,10,12,12,12,13,13,10,11,11,10,11,11,6,7,8,8,8,10,10,10,10,9,10,10,10,10,10,3,0,2,5,7,7,8,9,9,9,9,8,11,11,11,11,10,10,11,14,15,16,18,18,19,21,21,22,23,23,21,15,15,14,14,15,17,16,15,19,18,19,22,24,25,25,22,23,23,19,22,22,22,22,21,22,23,24,24,17,20,21,21,19,20,23,23,23,22,23,26,28,28,28,29,29,26,26,16,18,19,19,18,16,12,15,15,15,17,17,17,18,18,16,16,16,16,16,17,17,17,17,19,19,19,20,21,21,18,18,20,20,21,22,22,18,19,19,19,19,20,21,20,21,22,22,17,19,17,18,19,19,18,21,21,16,17,19,19,19,22,22,21,21,22,22,17,20,21,21,18,20,23,23,22,21,22,23,24,22,18,21,21,21,21,22,23,24,24,18,18,19,20,20,21,21,19,21,21,23,22,23,23,24,25,25,22,24,25,25,25,21,23,26,26,26,26,26,27,20,25,25,25,26,25,26,27,28,28,25,28,27,27,28,29,29,24,25,26,29,29,27,30,23,24,24,25,25,28,25,16,17,19,23,24,23,17
"41",13,13,12,12,13,15,16,16,15,15,10,12,12,12,13,13,10,11,11,10,11,11,6,7,8,8,8,10,10,10,10,9,10,10,10,10,10,3,2,0,5,7,7,8,9,9,9,9,8,11,11,11,11,10,10,11,14,15,16,18,18,19,21,21,22,23,23,21,15,15,14,14,15,17,16,15,19,18,19,22,24,25,25,22,23,23,19,22,22,22,22,21,22,23,24,24,17,20,21,21,19,20,23,23,23,22,23,26,28,28,28,29,29,26,26,16,18,19,19,18,16,12,15,15,15,17,17,17,18,18,16,16,16,16,16,17,17,17,17,19,19,19,20,21,21,18,18,20,20,21,22,22,18,19,19,19,19,20,21,20,21,22,22,17,19,17,18,19,19,18,21,21,16,17,19,19,19,22,22,21,21,22,22,17,20,21,21,18,20,23,23,22,21,22,23,24,22,18,21,21,21,21,22,23,24,24,18,18,19,20,20,21,21,19,21,21,23,22,23,23,24,25,25,22,24,25,25,25,21,23,26,26,26,26,26,27,20,25,25,25,26,25,26,27,28,28,25,28,27,27,28,29,29,24,25,26,29,29,27,30,23,24,24,25,25,28,25,16,17,19,23,24,23,17
"42",12,12,11,11,12,14,15,15,14,14,9,11,11,11,12,12,9,10,10,9,10,10,5,6,7,7,7,9,9,9,9,8,9,9,9,9,9,4,5,5,0,4,4,5,6,6,6,6,5,10,10,10,10,9,9,10,13,14,15,17,17,18,20,20,21,22,22,20,14,14,13,13,14,16,15,14,18,17,18,21,23,24,24,21,22,22,18,21,21,21,21,20,21,22,23,23,16,19,20,20,18,19,22,22,22,21,22,25,27,27,27,28,28,25,25,15,17,18,18,17,15,11,14,14,14,16,16,16,17,17,15,15,15,15,15,16,16,16,16,18,18,18,19,20,20,17,17,19,19,20,21,21,17,18,18,18,18,19,20,19,20,21,21,16,18,16,17,18,18,17,20,20,15,16,18,18,18,21,21,20,20,21,21,16,19,20,20,17,19,22,22,21,20,21,22,23,21,17,20,20,20,20,21,22,23,23,17,17,18,19,19,20,20,18,20,20,22,21,22,22,23,24,24,21,23,24,24,24,20,22,25,25,25,25,25,26,19,24,24,24,25,24,25,26,27,27,24,27,26,26,27,28,28,23,24,25,28,28,26,29,22,23,23,24,24,27,24,15,16,18,22,23,22,16
"43",14,14,13,13,14,16,17,17,16,16,11,13,13,13,14,14,11,12,12,11,12,12,7,8,9,9,9,11,11,11,11,10,11,11,11,11,11,6,7,7,4,0,2,5,6,6,6,6,5,12,12,12,12,11,11,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,13,16,16,16,18,18,18,19,19,17,17,17,17,17,18,18,18,18,20,20,20,21,22,22,19,19,21,21,22,23,23,19,20,20,20,20,21,22,21,22,23,23,18,20,18,19,20,20,19,22,22,17,18,20,20,20,23,23,22,22,23,23,18,21,22,22,19,21,24,24,23,22,23,24,25,23,19,22,22,22,22,23,24,25,25,19,19,20,21,21,22,22,20,22,22,24,23,24,24,25,26,26,23,25,26,26,26,22,24,27,27,27,27,27,28,21,26,26,26,27,26,27,28,29,29,26,29,28,28,29,30,30,25,26,27,30,30,28,31,24,25,25,26,26,29,26,17,18,20,24,25,24,18
"44",14,14,13,13,14,16,17,17,16,16,11,13,13,13,14,14,11,12,12,11,12,12,7,8,9,9,9,11,11,11,11,10,11,11,11,11,11,6,7,7,4,2,0,5,6,6,6,6,5,12,12,12,12,11,11,12,15,16,17,19,19,20,22,22,23,24,24,22,16,16,15,15,16,18,17,16,20,19,20,23,25,26,26,23,24,24,20,23,23,23,23,22,23,24,25,25,18,21,22,22,20,21,24,24,24,23,24,27,29,29,29,30,30,27,27,17,19,20,20,19,17,13,16,16,16,18,18,18,19,19,17,17,17,17,17,18,18,18,18,20,20,20,21,22,22,19,19,21,21,22,23,23,19,20,20,20,20,21,22,21,22,23,23,18,20,18,19,20,20,19,22,22,17,18,20,20,20,23,23,22,22,23,23,18,21,22,22,19,21,24,24,23,22,23,24,25,23,19,22,22,22,22,23,24,25,25,19,19,20,21,21,22,22,20,22,22,24,23,24,24,25,26,26,23,25,26,26,26,22,24,27,27,27,27,27,28,21,26,26,26,27,26,27,28,29,29,26,29,28,28,29,30,30,25,26,27,30,30,28,31,24,25,25,26,26,29,26,17,18,20,24,25,24,18
"45",15,15,14,14,15,17,18,18,17,17,12,14,14,14,15,15,12,13,13,12,13,13,8,9,10,10,10,12,12,12,12,11,12,12,12,12,12,7,8,8,5,5,5,0,3,3,5,5,4,13,13,13,13,12,12,13,16,17,18,20,20,21,23,23,24,25,25,23,17,17,16,16,17,19,18,17,21,20,21,24,26,27,27,24,25,25,21,24,24,24,24,23,24,25,26,26,19,22,23,23,21,22,25,25,25,24,25,28,30,30,30,31,31,28,28,18,20,21,21,20,18,14,17,17,17,19,19,19,20,20,18,18,18,18,18,19,19,19,19,21,21,21,22,23,23,20,20,22,22,23,24,24,20,21,21,21,21,22,23,22,23,24,24,19,21,19,20,21,21,20,23,23,18,19,21,21,21,24,24,23,23,24,24,19,22,23,23,20,22,25,25,24,23,24,25,26,24,20,23,23,23,23,24,25,26,26,20,20,21,22,22,23,23,21,23,23,25,24,25,25,26,27,27,24,26,27,27,27,23,25,28,28,28,28,28,29,22,27,27,27,28,27,28,29,30,30,27,30,29,29,30,31,31,26,27,28,31,31,29,32,25,26,26,27,27,30,27,18,19,21,25,26,25,19
"46",16,16,15,15,16,18,19,19,18,18,13,15,15,15,16,16,13,14,14,13,14,14,9,10,11,11,11,13,13,13,13,12,13,13,13,13,13,8,9,9,6,6,6,3,0,2,6,6,5,14,14,14,14,13,13,14,17,18,19,21,21,22,24,24,25,26,26,24,18,18,17,17,18,20,19,18,22,21,22,25,27,28,28,25,26,26,22,25,25,25,25,24,25,26,27,27,20,23,24,24,22,23,26,26,26,25,26,29,31,31,31,32,32,29,29,19,21,22,22,21,19,15,18,18,18,20,20,20,21,21,19,19,19,19,19,20,20,20,20,22,22,22,23,24,24,21,21,23,23,24,25,25,21,22,22,22,22,23,24,23,24,25,25,20,22,20,21,22,22,21,24,24,19,20,22,22,22,25,25,24,24,25,25,20,23,24,24,21,23,26,26,25,24,25,26,27,25,21,24,24,24,24,25,26,27,27,21,21,22,23,23,24,24,22,24,24,26,25,26,26,27,28,28,25,27,28,28,28,24,26,29,29,29,29,29,30,23,28,28,28,29,28,29,30,31,31,28,31,30,30,31,32,32,27,28,29,32,32,30,33,26,27,27,28,28,31,28,19,20,22,26,27,26,20
